Create Card,إنشاء بطاقة,
Card Label,ملصق البطاقة,
Reports already in Queue,التقارير موجودة بالفعل في قائمة الانتظار,
Proceed Anyway,المتابعة على أية حال,
Delete and Generate New,حذف وإنشاء جديد,
1 Report,1 تقرير,
{0} ({1}) (1 row mandatory),{0} ({1}) (صف واحد إلزامي),
Select Fields To Insert,حدد الحقول المطلوب إدراجها,
Select Fields To Update,حدد الحقول المراد تحديثها,
"This document is already amended, you cannot ammend it again",تم تعديل هذا المستند بالفعل ، ولا يمكنك تعديله مرة أخرى,
Add to ToDo,أضف إلى ToDo,
{0} is currently {1},{0} حاليًا {1},
{0} are currently {1},{0} حاليًا {1},
Currently Replying,الرد حاليا,
created {0},تم إنشاء {0},
Make a call,إجراء مكالمة,
Change,يتغيرون,Coins
Too Many Requests,طلبات كثيرة جدا,
"Invalid Authorization headers, add a token with a prefix from one of the following: {0}.",رؤوس المصادقة غير صالحة ، أضف رمزًا مميزًا ببادئة من أحد الخيارات التالية: {0}.,
"Invalid Authorization Type {0}, must be one of {1}.",نوع التفويض غير صالح {0} ، يجب أن يكون واحدًا من {1}.,
{} is not a valid date string.,{} ليست سلسلة تاريخ صالحة.,
Invalid Date,تاريخ غير صالح,
Please select a valid date filter,الرجاء تحديد مرشح تاريخ صالح,
Value {0} must be in the valid duration format: d h m s,يجب أن تكون القيمة {0} بتنسيق المدة الصالح: dhms,
Google Sheets URL is invalid or not publicly accessible.,عنوان URL الخاص بجداول بيانات Google غير صالح أو لا يمكن الوصول إليه بشكل عام.,
"Google Sheets URL must end with ""gid={number}"". Copy and paste the URL from the browser address bar and try again.",يجب أن ينتهي عنوان URL الخاص بجداول بيانات Google بـ &quot;gid = {number}&quot;. انسخ والصق عنوان URL من شريط عنوان المتصفح وحاول مرة أخرى.,
Incorrect URL,URL غير صحيح,
"""{0}"" is not a valid Google Sheets URL",&quot;{0}&quot; ليس عنوان URL صالحًا لجداول بيانات Google,
Duplicate Name,اسم مكرر,
"Please check the value of ""Fetch From"" set for field {0}",يرجى التحقق من قيمة مجموعة &quot;الجلب من&quot; للحقل {0},
Wrong Fetch From value,إحضار خاطئ من القيمة,
A field with the name '{}' already exists in doctype {}.,يوجد حقل بالاسم &quot;{}&quot; بالفعل في DOCTYPE {}.,
Custom Field {0} is created by the Administrator and can only be deleted through the Administrator account.,يتم إنشاء الحقل المخصص {0} بواسطة المسؤول ولا يمكن حذفه إلا من خلال حساب المسؤول.,
Failed to send {0} Auto Email Report,فشل إرسال تقرير البريد الإلكتروني التلقائي {0},
Test email sent to {0},تم إرسال بريد إلكتروني تجريبي إلى {0},
Email queued to {0} recipients,تم وضع البريد الإلكتروني في قائمة الانتظار لـ {0} من المستلمين,
Newsletter should have at least one recipient,يجب أن تحتوي الرسالة الإخبارية على مستلم واحد على الأقل,
Please enable Twilio settings to send WhatsApp messages,يرجى تمكين إعدادات Twilio لإرسال رسائل WhatsApp,
"Not allowed to attach {0} document, please enable Allow Print For {0} in Print Settings",غير مسموح بإرفاق مستند {0} ، يرجى تمكين السماح بالطباعة لـ {0} في إعدادات الطباعة,
Signup Disabled,تم تعطيل التسجيل,
Signups have been disabled for this website.,تم تعطيل الاشتراكات لهذا الموقع.,
Open Document,افتح المستند,
The comment cannot be empty,لا يمكن أن يكون التعليق فارغًا,
Hourly comment limit reached for: {0},تم بلوغ حد التعليق بالساعة لـ: {0},
Please add a valid comment.,الرجاء إضافة تعليق صالح.,
Document {0} Already Restored,تمت استعادة المستند {0} بالفعل,
Restoring Deleted Document,استعادة المستند المحذوف,
{function} of {fieldlabel},{function} من {fieldlabel},
Invalid template file for import,ملف نموذج غير صالح للاستيراد,
Invalid or corrupted content for import,محتوى غير صالح أو تالف للاستيراد,
Value {0} must in {1} format,يجب أن تكون القيمة {0} بتنسيق {1},
{0} is a mandatory field asdadsf,{0} هو حقل إلزامي asdadsf,
Could not map column {0} to field {1},تعذر تعيين العمود {0} للحقل {1},
Skipping Duplicate Column {0},تخطي عمود مكرر {0},
The column {0} has {1} different date formats. Automatically setting {2} as the default format as it is the most common. Please change other values in this column to this format.,العمود {0} له {1} تنسيقات تاريخ مختلفة. تعيين {2} تلقائيًا كتنسيق افتراضي لأنه الأكثر شيوعًا. يرجى تغيير القيم الأخرى في هذا العمود إلى هذا التنسيق.,
You have reached the hourly limit for generating password reset links. Please try again later.,لقد وصلت إلى الحد الأقصى المحدد بالساعة لإنشاء روابط إعادة تعيين كلمة المرور. الرجاء معاودة المحاولة في وقت لاحق.,
Please hide the standard navbar items instead of deleting them,الرجاء إخفاء عناصر شريط التنقل القياسية بدلاً من حذفها,
DocType's name should not start or end with whitespace,يجب ألا يبدأ اسم DocType أو ينتهي بمسافة,
File name cannot have {0},لا يمكن أن يحتوي اسم الملف على {0},
{0} is not a valid file url,{0} ليس عنوان url صالحًا للملف,
Error Attaching File,خطأ في إرفاق الملف,
Please generate keys for the Event Subscriber User {0} first.,الرجاء إنشاء مفاتيح للمستخدم المشترك في الحدث {0} أولاً.,
Please set API Key and Secret on the producer and consumer sites first.,يُرجى تعيين مفتاح وسر واجهة برمجة التطبيقات على مواقع المنتج والمستهلك أولاً.,
User {0} not found on the producer site,المستخدم {0} غير موجود في موقع المنتج,
Event Subscriber has to be a System Manager.,يجب أن يكون المشترك في الحدث مدير نظام.,
Row #{0}: Invalid Local Fieldname,الصف # {0}: اسم حقل محلي غير صالح,
Row #{0}: Please set Mapping or Default Value for the field {1} since its a dependency field,الصف # {0}: الرجاء تعيين &quot;تعيين&quot; أو &quot;القيمة الافتراضية&quot; للحقل {1} نظرًا لأنه حقل تبعية,
Row #{0}: Please set remote value filters for the field {1} to fetch the unique remote dependency document,الصف رقم {0}: الرجاء تعيين عوامل تصفية القيمة البعيدة للحقل {1} لجلب مستند التبعية الفريد عن بُعد,
Paytm payment gateway settings,إعدادات بوابة الدفع Paytm,
"Company, Fiscal Year and Currency defaults",التخلف عن السداد للشركة والسنة المالية والعملات,
Razorpay Signature Verification Failed,فشل التحقق من توقيع Razorpay,
Google Drive - Could not locate - {0},Google Drive - تعذر تحديد الموقع - {0},
"Sync token was invalid and has been resetted, Retry syncing.",كان رمز المزامنة المميز غير صالح وتم إعادة ضبطه ، أعد محاولة المزامنة.,
Please select another payment method. Paytm does not support transactions in currency '{0}',الرجاء تحديد طريقة دفع أخرى. لا يدعم Paytm المعاملات بالعملة &quot;{0}&quot;,
Invalid Account SID or Auth Token.,SID الحساب أو رمز المصادقة غير صالح.,
Please enable twilio settings before sending WhatsApp messages,يرجى تمكين إعدادات twilio قبل إرسال رسائل WhatsApp,
Delivery Failed,فشل التسليم,
Twilio WhatsApp Message Error,خطأ رسالة Twilio WhatsApp,
A featured post must have a cover image,يجب أن تحتوي الوظيفة المميزة على صورة غلاف,
Load More,تحميل المزيد,
Published on,نشرت في,
Enable developer mode to create a standard Web Template,قم بتمكين وضع المطور لإنشاء قالب ويب قياسي,
Was this article helpful?,هل كان المقال مساعدا؟!,
Thank you for your feedback!,شكرا لك على ملاحظاتك!,
New Mention on {0},إشارة جديدة في {0},
Assignment Update on {0},تحديث الواجب بتاريخ {0},
New Document Shared {0},مستند جديد مشترك {0},
Energy Point Update on {0},تحديث Energy Point على {0},
You cannot create a dashboard chart from single DocTypes,لا يمكنك إنشاء مخطط لوحة معلومات من أنواع DocTypes الفردية,
Invalid json added in the custom options: {0},تمت إضافة json غير صالح في الخيارات المخصصة: {0},
Invalid JSON in card links for {0},JSON غير صالح في روابط البطاقة لـ {0},
Standard Not Set,المعيار غير محدد,
Please set the following documents in this Dashboard as standard first.,يرجى تعيين المستندات التالية في لوحة المعلومات هذه كمعيار أولاً.,
Shared with the following Users with Read access:{0},مشترك مع المستخدمين التاليين الذين لهم حق الوصول للقراءة: {0},
Already in the following Users ToDo list:{0},بالفعل في قائمة &quot;المهام للمستخدمين&quot; التالية: {0},
Your assignment on {0} {1} has been removed by {2},تمت إزالة واجبك في {0} {1} بواسطة {2},
Invalid Credentials,بيانات الاعتماد غير صالحة,
Print UOM after Quantity,اطبع UOM بعد الكمية,
Uncaught Server Exception,استثناء خادم لم يتم اكتشافه,
There was an error building this page,كان هناك خطأ في بناء هذه الصفحة,
Hide Traceback,إخفاء Traceback,
Value from this field will be set as the due date in the ToDo,سيتم تعيين القيمة من هذا الحقل كتاريخ الاستحقاق في ToDo,
New module created {0},تم إنشاء وحدة جديدة {0},
"Report has no numeric fields, please change the Report Name",لا يحتوي التقرير على حقول رقمية ، يُرجى تغيير اسم التقرير,
There are documents which have workflow states that do not exist in this Workflow. It is recommended that you add these states to the Workflow and change their states before removing these states.,هناك مستندات بها حالات سير عمل غير موجودة في سير العمل هذا. يوصى بإضافة هذه الحالات إلى سير العمل وتغيير حالاتها قبل إزالة هذه الحالات.,
Worflow States Don't Exist,حالات Worflow لا وجود لها,
Save Anyway,حفظ على أي حال,
Energy Points:,نقاط الطاقة:,
Review Points:,نقاط المراجعة:,
Rank:,مرتبة:,
Monthly Rank:,الترتيب الشهري:,
Invalid expression set in filter {0} ({1}),تم تعيين تعبير غير صالح في عامل التصفية {0} ({1}),
Invalid expression set in filter {0},تم تعيين تعبير غير صالح في عامل التصفية {0},
{0} {1} added to Dashboard {2},تمت إضافة {0} {1} إلى لوحة التحكم {2},
Set Filters for {0},تعيين عوامل التصفية لـ {0},
Not permitted to view {0},غير مسموح بمشاهدة {0},
Camera,الة تصوير,
Invalid filter: {0},مرشح غير صالح: {0},
Let's Get Started,هيا بنا نبدأ,
Reports & Masters,التقارير والواجهات,
New {0} {1} added to Dashboard {2},تمت إضافة {0} {1} جديد إلى لوحة التحكم {2},
New {0} {1} created,تم إنشاء {0} {1} جديد,
New {0} Created,جديد {0} تم إنشاؤه,
"Invalid ""depends_on"" expression set in filter {0}",تم تعيين تعبير &quot;يعتمد على&quot; غير صالح في عامل التصفية {0},
{0} Reports,{0} التقارير,
There is {0} with the same filters already in the queue:,يوجد {0} بالفلاتر نفسها في قائمة الانتظار بالفعل:,
There are {0} with the same filters already in the queue:,يوجد {0} بالفلاتر نفسها في قائمة الانتظار بالفعل:,
Are you sure you want to generate a new report?,هل أنت متأكد أنك تريد إنشاء تقرير جديد؟,
{0}: {1} vs {2},{0}: {1} ضد {2},
Add a {0} Chart,أضف مخطط {0},
Currently you have {0} review points,حاليًا لديك {0} من نقاط المراجعة,
{0} is not a valid DocType for Dynamic Link,{0} ليس نوع DocType صالحًا للارتباط الديناميكي,
via Assignment Rule,عبر قاعدة التنازل,
Based on Field,على أساس الميدان,
Assign to the user set in this field,تعيين المستخدم في هذا المجال,
Log Setting User,مستخدم إعداد السجل,
Log Settings,إعدادات السجل,
Error Log Notification,إعلام سجل الخطأ,
Users To Notify,يخطر المستخدمون,
Log Cleanup,تنظيف السجل,
Clear Error log After,مسح سجل الخطأ بعد,
Clear Activity Log After,امسح سجل النشاط بعد,
Clear Email Queue After,امسح قائمة انتظار البريد الإلكتروني بعد,
Please save to edit the template.,يرجى الحفظ لتعديل القالب.,
Google Analytics Anonymize IP,تحليلات جوجل لإخفاء هوية IP,
Incorrect email or password. Please check your login credentials.,بريد أو كلمة مرورغير صحيحة. يرجى التحقق من بيانات اعتماد تسجيل الدخول الخاصة بك.,
Incorrect Configuration,التكوين غير الصحيح,
You are not allowed to delete Standard Report,لا يُسمح لك بحذف التقرير القياسي,
You have unseen {0},لديك غير مرئي {0},
Log cleanup and notification configuration,تنظيف السجل وتكوين الإخطار,
State/Province,الولاية / المقاطعة,
Document Actions,وثيقة الإجراءات,
Document Links,روابط الوثيقة,
List Settings,إعدادات القائمة,
Cannot delete standard link. You can hide it if you want,لا يمكن حذف الارتباط القياسي. يمكنك إخفاء ذلك إذا كنت تريد,
Cannot delete standard action. You can hide it if you want,لا يمكن حذف الإجراء القياسي. يمكنك إخفاء ذلك إذا كنت تريد,
Applied On,تم التطبيق,
Row Name,اسم الصف,
For DocType Link / DocType Action,لإجراء DocType Link / DocType,
Cannot edit filters for standard charts,لا يمكن تحرير عوامل التصفية للمخططات القياسية,
Event Producer Last Update,آخر تحديث لمنتج الحدث,
Default for 'Check' type of field {0} must be either '0' or '1',يجب أن يكون الإعداد الافتراضي لنوع حقل &quot;التحقق&quot; {0} إما &quot;0&quot; أو &quot;1&quot;,
Non Negative,غير سلبي,
Rules with higher priority number will be applied first.,سيتم تطبيق القواعد ذات رقم الأولوية الأعلى أولاً.,
Open URL in a New Tab,افتح URL في علامة تبويب جديدة,
Align Right,محاذاة اليمين,
Loading Filters...,تحميل عوامل التصفية ...,
Count Customizations,عد التخصيصات,
For Example: {} Open,على سبيل المثال: {} Open,
Choose Existing Card or create New Card,اختر بطاقة موجودة أو أنشئ بطاقة جديدة,
Number Cards,عدد البطاقات,
Function Based On,وظيفة على أساس,
Add Filters,إضافة عوامل تصفية,
Skip,تخطى,
Dismiss,رفض,
Value cannot be negative for,لا يمكن أن تكون القيمة سالبة لـ,
Value cannot be negative for {0}: {1},لا يمكن أن تكون القيمة سالبة لـ {0}: {1},
Negative Value,قيمة سالبة,
Authentication failed while receiving emails from Email Account: {0}.,فشلت المصادقة أثناء تلقي رسائل البريد الإلكتروني من حساب البريد الإلكتروني: {0}.,
Message from server: {0},رسالة من الخادم: {0},
MODULES: الوحدات البرمجية,
"""Customer Provided Item"" cannot be Purchase Item also","""الأصناف المقدمة من العملاء"" لا يمكن شرائها ايضا",
"""Customer Provided Item"" cannot have Valuation Rate","""الأصناف المقدمة من العملاء"" لا يمكن ان تقيم بمعدل سعر",
"""Is Fixed Asset"" cannot be unchecked, as Asset record exists against the item","""اصل ثابت"" لا يمكن أن يكون غير محدد، حيث يوجد سجل أصول مقابل البند",
'Based On' and 'Group By' can not be same,'على أساس' و 'المجموعة حسب' لا يمكن أن يكونا نفس الشيء,
'Days Since Last Order' must be greater than or equal to zero,"يجب أن تكون ""الأيام منذ آخر طلب"" أكبر من أو تساوي الصفر",
'Entries' cannot be empty,المدخلات لا يمكن أن تكون فارغة,
'From Date' is required,من تاريخ (مطلوب),
'From Date' must be after 'To Date',"""من تاريخ "" يجب أن يكون بعد "" إلى تاريخ """,
'Has Serial No' can not be 'Yes' for non-stock item,"""لهُ رقم تسلسل""  لا يمكن ان يكون ""نعم"" لبند غير قابل للتخزين",
'Opening','افتتاحي',
'To Case No.' cannot be less than 'From Case No.','الى الحالة  رقم' لا يمكن أن يكون أقل من 'من الحالة رقم',
'To Date' is required,' إلى تاريخ ' مطلوب,
'Total',&#39;مجموع&#39;,
'Update Stock' can not be checked because items are not delivered via {0},&quot;تحديث المخزن&quot; لا يمكن التحقق منه لأنه لم يتم تسليم المواد عن طريق {0},
'Update Stock' cannot be checked for fixed asset sale,لا يمكن التحقق من ' تحديث المخزن ' لبيع الأصول الثابتة\n<br>\n'Update Stock' cannot be checked for fixed asset sale,
) for {0},) لـ {0},
1 exact match.,1 تطابق تام.,
90-Above,90 و أكثر,
A Customer Group exists with same name please change the Customer name or rename the Customer Group,مجموعة الزبائن موجودة بنفس الاسم الرجاء تغيير اسم العميل أو اعادة تسمية مجموعة الزبائن\n<br>\nA Customer Group exists with same name please change the Customer name or rename the Customer Group,
A Default Service Level Agreement already exists.,اتفاقية مستوى الخدمة الافتراضية موجودة بالفعل.,
A Lead requires either a person's name or an organization's name,يتطلب العميل المتوقع اسم شخص أو اسم مؤسسة,
A customer with the same name already exists,يوجد عميل يحمل الاسم نفسه من قبل,
A question must have more than one options,يجب أن يكون للسؤال أكثر من خيار,
A qustion must have at least one correct options,يجب أن يحتوي السؤال على خيارات صحيحة واحدة على الأقل,
A {0} exists between {1} and {2} (,{0} موجود بين {1} و {2} (,
A4,A4,
API Endpoint,نقطة وصولAPI,
API Key,مفتاح API,
Abbr can not be blank or space,الاسم المختصر لا يمكن أن يكون فارغاً او به مسافة,
Abbreviation already used for another company,الاختصار قد استخدم بالفعل لشركة أخرى\n<br>\nAbbreviation already used for another company,
Abbreviation cannot have more than 5 characters,الاختصار لا يمكن أن تكون أكثر من 5 حروف\n<br>\nAbbreviation cannot have more than 5 characters,
Abbreviation is mandatory,الاسم المختصر إلزامي,
About the Company,عن الشركة,
About your company,عن شركتك,
Above,فوق,
Absent,غائب,
Academic Term,الفصل الأكاديمي,
Academic Term: ,الشروط الأكاديمية :,
Academic Year,السنة الدراسية,
Academic Year: ,السنة الأكاديمية:,
Accepted + Rejected Qty must be equal to Received quantity for Item {0},الكمية المقبولة + الكمية المرفوضة يجب أن تساوي الكمية المستلمة من الصنف {0},
Access Token,رمز وصول,
Accessable Value,قيمة الوصول,
Account,الحساب,
Account Number,رقم الحساب,
Account Number {0} already used in account {1},رقم الحساب {0} بالفعل مستخدم في الحساب {1},
Account Pay Only,حساب دفع فقط,
Account Type,نوع الحساب,
Account Type for {0} must be {1},نوع الحساب {0} يجب ان يكون {1},
"Account balance already in Credit, you are not allowed to set 'Balance Must Be' as 'Debit'","رصيد الحساب بالفعل دائن ، لا يسمح لك لتعيين ' الرصيد يجب ان يكون ' ك ' مدين '\n<br>\nAccount balance already in Credit, you are not allowed to set 'Balance Must Be' as 'Debit'",
"Account balance already in Debit, you are not allowed to set 'Balance Must Be' as 'Credit'",رصيد الحساب بالفعل مدين، لا يسمح لك بتعيين 'الرصيد يجب أن يكون دائن',
Account number for account {0} is not available.<br> Please setup your Chart of Accounts correctly.,رقم الحساب للحساب {0} غير متوفر. <br> يرجى إعداد مخطط الحسابات بشكل صحيح.,
Account with child nodes cannot be converted to ledger,لا يمكن تحويل الحساب إلى دفتر الأستاذ لأن لديه حسابات فرعية\n<br>\nAccount with child nodes cannot be converted to ledger,
Account with child nodes cannot be set as ledger,الحساب لديه حسابات فرعية لا يمكن إضافته لدفتر الأستاذ.\n<br>\nAccount with child nodes cannot be set as ledger,
Account with existing transaction can not be converted to group.,لا يمكن تحويل حساب جرت عليه أي عملية إلى تصنيف مجموعة,
Account with existing transaction can not be deleted,الحساب لديه معاملات موجودة لا يمكن حذفه\n<br>\nAccount with existing transaction can not be deleted,
Account with existing transaction cannot be converted to ledger,لا يمكن تحويل الحساب مع الحركة الموجودة إلى دفتر الأستاذ\n<br>\nAccount with existing transaction cannot be converted to ledger,
Account {0} does not belong to company: {1},الحساب {0} لا يتنمى للشركة {1}\n<br>\nAccount {0} does not belong to company: {1},
Account {0} does not belongs to company {1},الحساب {0} لا ينتمي للشركة {1}\n<br>\nAccount {0} does not belongs to company {1},
Account {0} does not exist,حساب {0} غير موجود,
Account {0} does not exists,الحساب {0} غير موجود,
Account {0} does not match with Company {1} in Mode of Account: {2},الحساب {0} لا يتطابق مع الشركة {1} في طريقة الحساب: {2},
Account {0} has been entered multiple times,الحساب {0} تم إدخاله عدة مرات\n<br>\nAccount {0} has been entered multiple times,
Account {0} is added in the child company {1},تتم إضافة الحساب {0} في الشركة التابعة {1},
Account {0} is frozen,الحساب {0} مجمد\n<br>\nAccount {0} is frozen,
Account {0} is invalid. Account Currency must be {1},الحساب {0} غير صحيح. يجب أن تكون عملة الحساب {1},
Account {0}: Parent account {1} can not be a ledger,الحساب {0}: الحساب الرئيسي {1} لا يمكن أن يكون حساب دفتر أستاذ,
Account {0}: Parent account {1} does not belong to company: {2},الحساب {0}: الحساب الرئيسي {1} لا ينتمي إلى الشركة: {2},
Account {0}: Parent account {1} does not exist,الحساب {0}: الحساب الرئيسي {1} غير موجود,
Account {0}: You can not assign itself as parent account,الحساب {0}: لا يمكنك جعله حساب رئيسي,
Account: {0} can only be updated via Stock Transactions,الحساب: {0} يمكن تحديثه فقط إلا من خلال معاملات المخزون,
Account: {0} with currency: {1} can not be selected,الحساب: {0} مع العملة: {1} لا يمكن اختياره,
Accountant,محاسب,
Accounting,المحاسبة,
Accounting Entry for Asset,المدخلات الحسابية للأصول,
Accounting Entry for Stock,القيود المحاسبية للمخزون,
Accounting Entry for {0}: {1} can only be made in currency: {2},المدخول المحاسبي ل {0}: {1} يمكن أن يكون فقط بالعملة {1}.\n<br>\nAccounting Entry for {0}: {1} can only be made in currency: {2},
Accounting Ledger,موازنة دفتر الأستاذ,
Accounting journal entries.,القيود المحاسبية لدفتر اليومية,
Accounts,الحسابات,
Accounts Manager,المدير المالي,
Accounts Payable,الحسابات الدائنة,
Accounts Payable Summary,ملخص الحسابات المستحقة للدفع,
Accounts Receivable,الحسابات المدينة,
Accounts Receivable Summary,ملخص الحسابات المدينة,
Accounts User,المحاسب,
Accounts table cannot be blank.,جدول الحسابات لا يمكن أن يكون فارغا.,
Accrual Journal Entry for salaries from {0} to {1},مدخل يومية تراكمية للرواتب من {0} إلى {1},
Accumulated Depreciation,مجمع الإهلاكات,
Accumulated Depreciation Amount,قيمة مجمع الإهلاكات,
Accumulated Depreciation as on,مجمع الإهلاكات كما في,
Accumulated Monthly,متراكمة شهريا,
Accumulated Values,القيم المتراكمة,
Accumulated Values in Group Company,القيم المتراكمة في مجموعة الشركة,
Achieved ({}),محقق ({}),
Action,الاجراء,
Action Initialised,الاجراء يتم تهيئته,
Actions,الإجراءات,
Active,فعال,
Active Leads / Customers,الزبائن المحتملين النشطاء / زبائن,
Activity Cost exists for Employee {0} against Activity Type - {1},تكلفة النشاط موجودة للموظف {0} مقابل نوع النشاط - {1},
Activity Cost per Employee,تكلفة النشاط لكل موظف,
Activity Type,نوع النشاط,
Actual Cost,التكلفة الفعلية,
Actual Delivery Date,تاريخ التسليم الفعلي,
Actual Qty,الكمية الفعلية,
Actual Qty is mandatory,الكمية الفعلية هي إلزامية,
Actual Qty {0} / Waiting Qty {1},الكمية الفعلية {0} / الكمية المنتظره {1},
Actual Qty: Quantity available in the warehouse.,الكمية الفعلية : الكمية المتوفرة في المستودع.,
Actual qty in stock,الكمية الفعلية في المخزون,
Actual type tax cannot be included in Item rate in row {0},نوع الضريبة الفعلي لا يمكن تضمينه في معدل الصنف في الصف {0},
Add,إضافة,
Add / Edit Prices,إضافة و تعديل الأسعار,
Add All Suppliers,إضافة جميع الموردين,
Add Comment,أضف تعليق,
Add Customers,إضافة العملاء,
Add Employees,إضافة موظفين,
Add Item,اضافة صنف,
Add Items,إضافة اصناف,
Add Leads,إضافة العملاء المتوقعين,
Add Multiple Tasks,إضافة مهام متعددة,
Add Row,اضف سطر,
Add Sales Partners,إضافة شركاء المبيعات,
Add Serial No,إضافة رقم تسلسلي,
Add Students,أضف طلاب,
Add Suppliers,إضافة الموردين,
Add Time Slots,إضافة فترة زمنية,
Add Timesheets,إضافة جداول زمنية,
Add Timeslots,إضافة فسحات زمنية,
Add Users to Marketplace,إضافة مستخدمين إلى السوق,
Add a new address,أضف عنوانا جديدا,
Add cards or custom sections on homepage,إضافة بطاقات أو أقسام مخصصة على الصفحة الرئيسية,
Add more items or open full form,إضافة المزيد من الاصناف أو فتح نموذج كامل,
Add notes,أضف ملاحظات,
Add the rest of your organization as your users. You can also add invite Customers to your portal by adding them from Contacts,أضف بقية أفراد مؤسستك كمستخدمين. يمكنك أيضا إضافة دعوة العملاء إلى بوابتك عن طريق إضافتهم من جهات الاتصال,
Add to Details,إضافة إلى التفاصيل,
Add/Remove Recipients,إضافة / إزالة المستلمين,
Added,تم الاضافة,
Added to details,تم اضافته الى التفاصيل,
Added {0} users,تمت إضافة {0} مستخدمين,
Additional Salary Component Exists.,مكون الراتب الإضافي موجود.,
Address,العنوان,
Address Line 2,العنوان رقم 2,
Address Name,اسم العنوان,
Address Title,إسم العنوان,
Address Type,نوع العنوان,
Administrative Expenses,نفقات إدارية,
Administrative Officer,موظف إداري,
Administrator,المدير,
Admission,القبول,
Admission and Enrollment,القبول والتسجيل,
Admissions for {0},قبول ل {0},
Admit,يتقدم,
Admitted,مقبول,
Advance Amount,المبلغ مقدما,
Advance Payments,دفعات مقدمة,
Advance account currency should be same as company currency {0},يجب أن تكون عملة الحساب المسبق مماثلة لعملة الشركة {0},
Advance amount cannot be greater than {0} {1},قيمة الدفعة المقدمة لا يمكن أن تكون أكبر من {0} {1},
Advertising,الدعاية,
Aerospace,الفضاء,
Against,مقابل,
Against Account,مقابل الحساب,
Against Journal Entry {0} does not have any unmatched {1} entry,مقابل القيود اليومية {0} لا يحتوى اي تطابق {1} ادخال\n<br>\nAgainst Journal Entry {0} does not have any unmatched {1} entry,
Against Journal Entry {0} is already adjusted against some other voucher,مقابل القيود اليومية المدخله {0} تم تعديله بالفعل لقسيمة أخرى\n<br>\nAgainst Journal Entry {0} is already adjusted \nagainst some other voucher,
Against Supplier Invoice {0} dated {1},مقابل فاتورة المورد {0} بتاريخ {1},
Against Voucher,مقابل إيصال,
Against Voucher Type,مقابل نوع الإيصال,
Age,العمر,
Age (Days),(العمر (أيام,
Ageing Based On,العمر على أساس,
Ageing Range 1,مدى العمر 1,
Ageing Range 2,مدى العمر 2,
Ageing Range 3,مدى العمر 3,
Agriculture,الزراعة,
Agriculture (beta),الزراعة (تجريبي),
Airline,الطيران,
All Accounts,جميع الحسابات,
All Addresses.,جميع العناوين.,
All Assessment Groups,جميع مجموعات التقييم,
All BOMs,كل الأصناف الآلية,
All Contacts.,جميع جهات الاتصال.,
All Customer Groups,جميع مجموعات العملاء,
All Day,كل يوم,
All Departments,جميع الادارات,
All Healthcare Service Units,جميع وحدات خدمات الرعاية الصحية,
All Item Groups,كل مجموعات الأصناف,
All Jobs,جميع الوظائف,
All Products,جميع المنتجات,
All Products or Services.,جميع المنتجات أو الخدمات.,
All Student Admissions,قبول جميع الطلاب,
All Supplier Groups,جميع مجموعات الموردين,
All Supplier scorecards.,جميع نتائج الموردين,
All Territories,جميع المناطق,
All Warehouses,جميع المستودعات,
All communications including and above this shall be moved into the new Issue,يجب نقل جميع الاتصالات بما في ذلك وما فوقها إلى الإصدار الجديد,
All items have already been invoiced,كل الأصناف قد تم فوترتها من قبل,
All items have already been transferred for this Work Order.,جميع الإصناف تم نقلها لأمر العمل,
All other ITC,جميع ITC الأخرى,
All the mandatory Task for employee creation hasn't been done yet.,لم يتم تنفيذ جميع المهام الإلزامية لإنشاء الموظفين حتى الآن.,
All these items have already been invoiced,تم فوترة كل هذه الاصناف,
Allocate Payment Amount,تخصيص مبلغ الدفع,
Allocated Amount,المبلغ المخصص,
Allocated Leaves,الإجازات المخصصة,
Allocating leaves...,تخصيص الإجازات...,
Allow Delete,السماح بالحذف,
Already record exists for the item {0},يوجد سجل للصنف {0},
"Already set default in pos profile {0} for user {1}, kindly disabled default",تم تعيين الإعداد الافتراضي في الملف الشخصي لنقطة البيع {0} للمستخدم {1}، يرجى تعطيل الإعداد الافتراضي,
Alternate Item,صنف بديل,
Alternative item must not be same as item code,يجب ألا يكون الصنف البديل هو نفسه رمز الصنف,
Amended From,معدل من,
Amount,المبلغ,
Amount After Depreciation,القيمة بعد الاهلاك,
Amount of Integrated Tax,مقدار الضريبة المتكاملة,
Amount of TDS Deducted,مبلغ TDS المقتطع,
Amount should not be less than zero.,يجب ألا يقل المبلغ عن الصفر.,
Amount to Bill,قيمة الفاتورة,
Amount {0} {1} against {2} {3},مبلغ {0} {1} مقابل {2} {3},
Amount {0} {1} deducted against {2},مبلغ {0} {1} خصم مقابل {2},
Amount {0} {1} transferred from {2} to {3},القيمة {0} {1} نقلت من {2} إلى {3},
Amount {0} {1} {2} {3},القيمة {0} {1} {2} {3},
Amt,الإجمالي,
"An Item Group exists with same name, please change the item name or rename the item group",توجد مجموعة صنف بنفس الاسم، يرجى تغيير اسم الصنف أو إعادة تسمية مجموعة الصنف,
An academic term with this 'Academic Year' {0} and 'Term Name' {1} already exists. Please modify these entries and try again.,"يوجد بالفعل فصل دراسي  مع ""السنة الدراسية"" {0} و ""اسم الفصل"" {1}. يرجى تعديل هذه الإدخالات والمحاولة مرة أخرى.",
An error occurred during the update process,حدث خطأ أثناء عملية التحديث,
